,Text,Positive,Negative,Neutral,Compound,Username,Time Zone,Timestamp,Time,Year,Month,Day,Hour,Minute
10174,no #thegooddoctor tonight @gooddoctorabc,0.0,0.423,0.577,-0.296,MzTeE8205,None,1.51e+12,11/6/17 13:35,2017,11,6,13,35
10175,the reaction _Ÿ˜‚_Ÿ˜‚_Ÿ˜‚_Ÿ’™  @iamnickgonzalez #thegooddoctor https://t.co/z0rzwqxe1e,0.0,0.0,1.0,0.0,Dos_bx,Quito,1.51e+12,11/6/17 13:42,2017,11,6,13,42
10177,no @gooddoctorabc tonight. the first disappointment of the series _Ÿ˜‚_Ÿ˜‚ #thegooddoctor,0.0,0.379,0.621,-0.6705,irishcaskettfan,Dublin,1.51001e+12,11/6/17 13:55,2017,11,6,13,55
10179,there's no #thegooddoctor this week _Ÿ˜ê,0.0,0.306,0.694,-0.296,caramind93,Eastern Time (US & Canada),1.51001e+12,11/6/17 14:13,2017,11,6,14,13
10180,saving lives and taking names #thegooddoctor https://t.co/f6wmr0usar,0.0,0.0,1.0,0.0,beaujgarrett,Pacific Time (US & Canada),1.51001e+12,11/6/17 14:14,2017,11,6,14,14
10191,the time has come to stop sleeping on freddie highmore https://t.co/ymnkgteplp he is an incredible actor.,0.0,0.128,0.872,-0.296,terez1841,America/New_York,1.51001e+12,11/6/17 14:23,2017,11,6,14,23
10194,this was a test. retweet if you think #chuckwastrash. #thegooddoctor.,0.0,0.0,1.0,0.0,gooddoctorlover,None,1.51001e+12,11/6/17 14:31,2017,11,6,14,31
10195,question: why there is not #thegooddoctor today? _Ÿ˜_  i need this show in my life every monday!!  @gooddoctorabc,0.0,0.0,1.0,0.0,elbamoralesp,None,1.51001e+12,11/6/17 14:33,2017,11,6,14,33
10199,@iamnickgonzalez oh  hell no! guess i'll just have to watch a rerun of #thegooddoctor on demand. _Ÿ’©,0.0,0.398,0.602,-0.8221,jpm220,Eastern Time (US & Canada),1.51001e+12,11/6/17 14:39,2017,11,6,14,39
10201,i need such a doctor _Ÿ˜«âù_ï¸èâù_ï¸èâù_ï¸è  #thegooddoctor    @iamnickgonzalez https://t.co/wbrgavk0d7,0.0,0.0,1.0,0.0,raw__900,Riyadh,1.51001e+12,11/6/17 14:45,2017,11,6,14,45
10204,itâ€™s monday. #thegooddoctor,0.0,0.0,1.0,0.0,iCntBeReplaced,Eastern Time (US & Canada),1.51001e+12,11/6/17 14:46,2017,11,6,14,46
10206,i can wait  but canâ€™t wait to see the new episode at the same time! ahhhhhh #thegooddoctorabc #thegooddoctorus https://t.co/erbdljsjhz,0.0,0.0,1.0,0.0,thegooddoctorus,None,1.51001e+12,11/6/17 14:52,2017,11,6,14,52
10208,can't wait for #thegooddoctor,0.0,0.0,1.0,0.0,aphhricanq,None,1.51001e+12,11/6/17 14:58,2017,11,6,14,58
10211,catch freddie highmore  @odeyarush1   myself and more in #almostfriends   available for pre-order today : https://t.co/3d4o8acezu,0.0,0.0,1.0,0.0,HaleyJoelOsment,Pacific Time (US & Canada),1.51001e+12,11/6/17 15:00,2017,11,6,15,0
10214,#thegooddoctor tonight _Ÿ˜©_Ÿ˜_,0.0,0.0,1.0,0.0,Benieboo_,None,1.51001e+12,11/6/17 15:04,2017,11,6,15,4
10218,my bby shaun has to be faster. _Ÿ˜© #thegooddoctor,0.0,0.0,1.0,0.0,xLosingFaith,Eastern Time (US & Canada),1.51001e+12,11/6/17 15:10,2017,11,6,15,10
10220,off work!! time for some noodles and #thegooddoctor _Ÿ™Œ_Ÿè_,0.0,0.0,1.0,0.0,Truly_krystal23,None,1.51001e+12,11/6/17 15:13,2017,11,6,15,13
10225,aw claire. #thegooddoctor,0.0,0.0,1.0,0.0,xLosingFaith,Eastern Time (US & Canada),1.51001e+12,11/6/17 15:20,2017,11,6,15,20
10229,â€œwe met in rehab.â€ù #thegooddoctor https://t.co/ozvp6dg9my,0.0,0.0,1.0,0.0,xLosingFaith,Eastern Time (US & Canada),1.51001e+12,11/6/17 15:29,2017,11,6,15,29
10230,â€œmarco cheated on you.â€ù #thegooddoctor https://t.co/nrimwjjynx,0.0,0.398,0.602,-0.5106,xLosingFaith,Eastern Time (US & Canada),1.51001e+12,11/6/17 15:30,2017,11,6,15,30
10231,where's dr shaun murphy when you need him,0.0,0.0,1.0,0.0,illdmyouadog,None,1.51001e+12,11/6/17 15:34,2017,11,6,15,34
10232,there isnâ€™t one damn episode i havenâ€™t cried about. wtf abc _Ÿ™„ got me out here ugly crying &amp; shit. _Ÿ˜__Ÿ˜_ #thegooddoctor,0.0,0.56,0.44,-0.959,ZenaLee_,Alaska,1.51001e+12,11/6/17 15:40,2017,11,6,15,40
10233,just watched the first ep of #thegooddoctor and i'm a fucking mess. _Ÿ™Œ_Ÿè__Ÿ™Œ_Ÿè__Ÿ™Œ_Ÿè_,0.0,0.202,0.798,-0.4201,Scotjayel,Sydney,1.51001e+12,11/6/17 15:45,2017,11,6,15,45
10234,waiting until @gooddoctorabc to come on... at 10... tonight.... like... #thegooddoctor https://t.co/mblgzfxtdk,0.0,0.0,1.0,0.0,katie61234,None,1.51001e+12,11/6/17 15:48,2017,11,6,15,48
10237,my new favourite show... #thegooddoctor https://t.co/dk9tnzt56l,0.0,0.0,1.0,0.0,BarkingMadGC,Brisbane,1.51001e+12,11/6/17 15:56,2017,11,6,15,56
10238,dang no #gooddoctor tonight _Ÿ˜°_Ÿ˜°_Ÿ˜°_Ÿ˜°_Ÿ˜°_Ÿ˜°_Ÿ˜°_Ÿ˜°,0.0,0.355,0.645,-0.296,pallysjr88,None,1.51001e+12,11/6/17 15:59,2017,11,6,15,59
10240,#thegooddoctor isnâ€™t even on tonight iâ€™m disappointed,0.0,0.341,0.659,-0.4767,saraann__,Atlantic Time (Canada),1.51001e+12,11/6/17 16:01,2017,11,6,16,1
10242,missing #thegooddoctor tomorrow. see you next week,0.0,0.268,0.732,-0.296,JeanneB19096625,None,1.51001e+12,11/6/17 16:03,2017,11,6,16,3
10243,#thegooddoctor mission is to make me cry every episode i swear.,0.0,0.35,0.65,-0.5106,scott22karina,None,1.51001e+12,11/6/17 16:04,2017,11,6,16,4
10244,only thing that was getting me through the day was #thegooddoctor and itâ€™s not on tonight now _Ÿ™ƒ brb crying myself to sleep,0.0,0.124,0.876,-0.4767,___jackiekiley,Central Time (US & Canada),1.51001e+12,11/6/17 16:04,2017,11,6,16,4
10245,claire accidentally killed the patient. _Ÿ˜__Ÿ˜__Ÿ˜_ this reminded me of aprilâ€™s mistake. #thegooddoctor,0.0,0.482,0.518,-0.8519,xLosingFaith,Eastern Time (US & Canada),1.51001e+12,11/6/17 16:06,2017,11,6,16,6
10246,that moment when you realize that @gooddoctorabc isnâ€™t on today #thegooddoctor https://t.co/xt69fkolzz,0.0,0.0,1.0,0.0,ItsJustKatia,Central Time (US & Canada),1.51001e+12,11/6/17 16:07,2017,11,6,16,7
10248,the time has come to stop sleeping on freddie highmore https://t.co/msz64gkenr,0.0,0.18,0.82,-0.296,XienaCook,None,1.51001e+12,11/6/17 16:08,2017,11,6,16,8
10249,@gooddoctorabc nooooooooooooooooooooooooooooooooooooooooo why would @abcnetwork put that stupid stuff on instead ofâ€_ https://t.co/c5iumz3cx7,0.0,0.221,0.779,-0.5267,ColleenEHA,Eastern Time (US & Canada),1.51001e+12,11/6/17 16:10,2017,11,6,16,10
10250,another episode of #thegooddoctor today.. can't wait!,0.0,0.0,1.0,0.0,amazinglychao,Alaska,1.51001e+12,11/6/17 16:12,2017,11,6,16,12
10251,#thegooddoctor in a few hours _Ÿ’ƒ_Ÿè__Ÿ’ƒ_Ÿè__Ÿ’ƒ_Ÿè_,0.0,0.0,1.0,0.0,Tearrr_,Eastern Time (US & Canada),1.51001e+12,11/6/17 16:13,2017,11,6,16,13
10253,@gooddoctorabc _Ÿ˜”_Ÿ˜”_Ÿ˜”_Ÿ˜”_Ÿ˜” _Ÿ’” no #thegooddoctor tonight _Ÿ˜”_Ÿ˜”_Ÿ˜”_Ÿ˜”_Ÿ˜”_Ÿ’”,0.0,0.268,0.732,-0.296,RiCrane9418,None,1.51001e+12,11/6/17 16:18,2017,11,6,16,18
10255,no new episode of #thegooddoctor tonight https://t.co/6lwdhwhhmv,0.0,0.268,0.732,-0.296,Tearrr_,Eastern Time (US & Canada),1.51001e+12,11/6/17 16:19,2017,11,6,16,19
10258,no #thegooddoctor tonight  so i'll be watching freddie on bates motel instead and going to bed early.,0.0,0.121,0.879,-0.296,Dfanatic,Mountain Time (US & Canada),1.51001e+12,11/6/17 16:24,2017,11,6,16,24
10259,omg!!! i get to see shaun murphy's face 3 hours.,0.0,0.0,1.0,0.0,onechicagofam,None,1.51001e+12,11/6/17 16:26,2017,11,6,16,26
10263,can't wait!  #thevoice  #thegifted  #thegooddoctor   golden state warriors https://t.co/6t8umuv1pj,0.0,0.0,1.0,0.0,RealGemini18,None,1.51001e+12,11/6/17 16:36,2017,11,6,16,36
10266,no #thegooddoctor tonight  so i'll be watching freddie on bates motel â˜º,0.0,0.167,0.833,-0.296,dealwitheric,Pacific Time (US & Canada),1.51002e+12,11/6/17 16:46,2017,11,6,16,46
10267,i miss #thegooddoctor already !!! i needed it back already _Ÿ˜©,0.0,0.236,0.764,-0.3561,RaquelRA26,Eastern Time (US & Canada),1.51002e+12,11/6/17 16:47,2017,11,6,16,47
10270,so  #thegooddoctor isn't coming on tonight?..... i don't see it on the tv guide... @gooddoctorabc,0.0,0.0,1.0,0.0,__dijaaah__,Atlantic Time (Canada),1.51002e+12,11/6/17 16:59,2017,11,6,16,59
10271,thegooddoctor mondays abc 10pm stars freddie highmore  #handsome #lad #drshaunmurphy #mustseetvâ€_ https://t.co/v34282hrvm,0.0,0.0,1.0,0.0,TheGoodDrFans,None,1.51002e+12,11/6/17 17:01,2017,11,6,17,1
10272,@bebe_leoxo sadly #thegooddoctor isnâ€™t on until next monday,0.0,0.286,0.714,-0.4215,CireNavot,Eastern Time (US & Canada),1.51002e+12,11/6/17 17:04,2017,11,6,17,4
10273,soooo no #thegooddoctor tonight... iâ€™ve never been so sad to be able to go to bed early before.,0.0,0.279,0.721,-0.7344,mhermski,Quito,1.51002e+12,11/6/17 17:08,2017,11,6,17,8
10274,sad #thegooddoctor isnâ€™t coming on tonight.,0.0,0.383,0.617,-0.4767,sonnie_bolognaa,Alaska,1.51002e+12,11/6/17 17:11,2017,11,6,17,11
10276,#thegooddoctor phenomenon: creator david shore says he couldnâ€™t have made this show a decade ago:  https://t.co/ylatpeubiy @indiewire,0.0,0.0,1.0,0.0,franklinavenue,Pacific Time (US & Canada),1.51002e+12,11/6/17 17:13,2017,11,6,17,13
10278,sooo what am i supposedly watch tonight since #thegooddoctor isnâ€™t coming on !?!? _Ÿ˜©_Ÿ˜©_Ÿ˜©_Ÿ˜©,0.0,0.0,1.0,0.0,MrsCurley89,None,1.51002e+12,11/6/17 17:15,2017,11,6,17,15
10279,no #thegooddoctor tonight? _Ÿ˜__Ÿ˜__Ÿ˜_,0.0,0.423,0.577,-0.296,curlsnthings,Pacific Time (US & Canada),1.51002e+12,11/6/17 17:17,2017,11,6,17,17
10280,is #thegooddoctor coming on tonight???,0.0,0.0,1.0,0.0,Redd2207,None,1.51002e+12,11/6/17 17:19,2017,11,6,17,19
10281,when you remember there is no #thegooddoctor tonight... https://t.co/ay7tmdf3xe,0.0,0.216,0.784,-0.296,AngieDupont74,Central Time (US & Canada),1.51002e+12,11/6/17 17:20,2017,11,6,17,20
10285,drinking water on set... ? #thegooddoctor https://t.co/dssucp6fyf,0.0,0.0,1.0,0.0,sbs_28,None,1.51002e+12,11/6/17 17:21,2017,11,6,17,21
10304,no operating table? no problem! _Ÿ’‰ #thegooddoctor - tonight at 8.30 https://t.co/bqwuvkj9uh,0.0,0.48,0.52,-0.75,prime7tv,Sydney,1.51002e+12,11/6/17 17:30,2017,11,6,17,30
10305,what i look forward to later night is watching a new episode of #thegooddoctor,0.0,0.0,1.0,0.0,madamyez,None,1.51002e+12,11/6/17 17:30,2017,11,6,17,30
10311,#thegooddoctor no episode tonight dndjdnfn why,0.0,0.306,0.694,-0.296,kelseynevels,Casablanca,1.51002e+12,11/6/17 17:38,2017,11,6,17,38
10320,"#thegooddoctor season 1 episode 8 ""apple"" synopsis https://t.co/hrwtqdpk1x https://t.co/m4msskvkck",0.0,0.0,1.0,0.0,spoilersdaily,Pacific Time (US & Canada),1.51002e+12,11/6/17 17:45,2017,11,6,17,45
10325,no new episode of #thegooddoctor tonight,0.0,0.306,0.694,-0.296,lizorellana1,Central Time (US & Canada),1.51002e+12,11/6/17 17:51,2017,11,6,17,51
10335,when you remember that #thegooddoctor isn't coming on tonight... @gooddoctorabc https://t.co/kmtqmvhjce,0.0,0.0,1.0,0.0,snwann,America/Detroit,1.51002e+12,11/6/17 18:03,2017,11,6,18,3
10336,no #thegooddoctor tonighht ?,0.0,0.524,0.476,-0.296,Stewbabey,Pacific Time (US & Canada),1.51002e+12,11/6/17 18:03,2017,11,6,18,3
10337,is @gooddoctorabc #thegooddoctor still on tonight at 9!? i don't see it on after dwts?,0.0,0.0,1.0,0.0,MissJ_1995,None,1.51002e+12,11/6/17 18:04,2017,11,6,18,4
10338,saddened #thegooddoctor isn't airing tonight. #abc _Ÿ˜¢,0.0,0.362,0.638,-0.5267,Adamkingoftv3,None,1.51002e+12,11/6/17 18:05,2017,11,6,18,5
10341,its monday and there no  #thegooddoctor https://t.co/ujvd61vshk,0.0,0.268,0.732,-0.296,AmazingAsians48,None,1.51002e+12,11/6/17 18:10,2017,11,6,18,10
10343,is there no #thegooddoctor on tonight? _Ÿ˜__Ÿ˜¢,0.0,0.268,0.732,-0.296,destinblue,Eastern Time (US & Canada),1.51002e+12,11/6/17 18:11,2017,11,6,18,11
10344,@hillharper missing the #thegooddoctor mondays.... can't wait for the next one,0.0,0.18,0.82,-0.296,lovepaulstefan,Pacific Time (US & Canada),1.51002e+12,11/6/17 18:11,2017,11,6,18,11
10345,the show is back next week!#thegooddoctor https://t.co/erwqwglx8u,0.0,0.0,1.0,0.0,hillharper,Eastern Time (US & Canada),1.51002e+12,11/6/17 18:12,2017,11,6,18,12
10346,ruined my monday...i waited all day and now notta! so bummed. #thegooddoctor,0.0,0.236,0.764,-0.5255,karensherrod,Eastern Time (US & Canada),1.51002e+12,11/6/17 18:12,2017,11,6,18,12
10351,no #gooddoctor tonight!!! _Ÿ˜__Ÿ™Å i think i might be sick _Ÿ˜·_Ÿ_§_Ÿ_’_Ÿ_•,0.0,0.477,0.523,-0.7488,heelfan527,Eastern Time (US & Canada),1.51002e+12,11/6/17 18:20,2017,11,6,18,20
10357,#gooddoctor wth  it's not coming on tonight.,0.0,0.362,0.638,-0.5267,ketchme1,Eastern Time (US & Canada),1.51002e+12,11/6/17 18:25,2017,11,6,18,25
10359,what?..not airing tonight #thegooddoctor https://t.co/0rrfeyrxqj,0.0,0.0,1.0,0.0,onrymari,None,1.51002e+12,11/6/17 18:27,2017,11,6,18,27
10361,so just found out #thegooddoctor is not airing tonight. how they gonna bump a hit show 2 air something they could'vâ€_ https://t.co/ygvam8hjuk,0.0,0.0,1.0,0.0,TynettaGist,America/Los_Angeles,1.51002e+12,11/6/17 18:28,2017,11,6,18,28
10362,no #thegooddoctor tonight?   @gooddoctorabc,0.0,0.423,0.577,-0.296,RoomanaKhan,Central Time (US & Canada),1.51002e+12,11/6/17 18:29,2017,11,6,18,29
10369,is that so dr. melendez...well i guess will watch all 6 episode i recorded..#thegooddoctor marathon monday. until nâ€_ https://t.co/ig5x117qcl,0.0,0.0,1.0,0.0,onrymari,None,1.51002e+12,11/6/17 18:39,2017,11,6,18,39
10370,#autism  #gooddoctor  this show makes me smile....... https://t.co/lu5wb7gi74,0.0,0.0,1.0,0.0,tesla07,Eastern Time (US & Canada),1.51002e+12,11/6/17 18:40,2017,11,6,18,40
10371,freddie highmore,0.0,0.0,1.0,0.0,m_ricasadino,Pacific Time (US & Canada),1.51002e+12,11/6/17 18:40,2017,11,6,18,40
10374,today is a sad  sad day for me. because #thegooddoctor doesn't air  but i need it too. _Ÿ˜__Ÿ˜_ why? why? @gooddoctorabc @freddieh__,0.0,0.199,0.801,-0.5362,valeriey1013,Quito,1.51002e+12,11/6/17 18:43,2017,11,6,18,43
10375,no new #thegooddoctor tonight!,0.0,0.454,0.546,-0.3595,gramfurn,None,1.51002e+12,11/6/17 18:45,2017,11,6,18,45
10377,i am really missing @gooddoctorabc this week. #thegooddoctor till next week &lt;3 https://t.co/vprpotcbut,0.0,0.185,0.815,-0.3597,htgawm_tv,Eastern Time (US & Canada),1.51002e+12,11/6/17 18:45,2017,11,6,18,45
10378,why doesnt the good doctor come on tonight?!!,0.0,0.299,0.701,-0.457,ultraprincessgk,None,1.51002e+12,11/6/17 18:46,2017,11,6,18,46
10383,done!!! another _Ÿ‘ç_Ÿè»#gooddoctor #kdramaaddict #kdramaislife,0.0,0.0,1.0,0.0,AnerPla,None,1.51002e+12,11/6/17 18:50,2017,11,6,18,50
10391,so how about adding @danieldaekim to the @gooddoctorabc #gooddoctor,0.0,0.0,1.0,0.0,rebisamad,None,1.51002e+12,11/6/17 18:55,2017,11,6,18,55
10392,is there not a new episode of #thegooddoctor tonight? _Ÿ˜_,0.0,0.0,1.0,0.0,iamvickycz,Central Time (US & Canada),1.51002e+12,11/6/17 18:55,2017,11,6,18,55
10394,@sindhu_shree5 @iamnickgonzalez @dolphinsinghwal @docshaunmurphy @gooddoctorabc so true_Ÿ˜” it doesn't feel like monday without #thegooddoctor,0.0,0.14,0.86,-0.2755,BlessedAndProud,None,1.51002e+12,11/6/17 18:55,2017,11,6,18,55
10395,i stayed up to watch #thegooddoctor and itâ€™s not even coming on tonight _Ÿ™„,0.0,0.0,1.0,0.0,lifewithmychal,Eastern Time (US & Canada),1.51002e+12,11/6/17 19:00,2017,11,6,19,0
10396,#gooddoctor not coming on tonight? _Ÿ˜¡,0.0,0.0,1.0,0.0,MandyPooh20,Central Time (US & Canada),1.51002e+12,11/6/17 19:00,2017,11,6,19,0
10397,#thegooddoctor not coming on tonight?! _Ÿ˜¡,0.0,0.0,1.0,0.0,MandyPooh20,Central Time (US & Canada),1.51002e+12,11/6/17 19:01,2017,11,6,19,1
10398,where is #thegooddoctor ???!!! :/,0.0,0.488,0.512,-0.5881,JoyfullyReviewd,Eastern Time (US & Canada),1.51002e+12,11/6/17 19:01,2017,11,6,19,1
10399,where's #thegooddoctor abc?,0.0,0.0,1.0,0.0,NathanMillion,America/Bahia_Banderas,1.51002e+12,11/6/17 19:02,2017,11,6,19,2
10400,there's no #thegooddoctor on tonight https://t.co/vox3sftzm7,0.0,0.306,0.694,-0.296,WAisendgame,Pacific Time (US & Canada),1.51002e+12,11/6/17 19:02,2017,11,6,19,2
10401,i really wanted to watch #thegooddoctor tonight. https://t.co/035fiqhz2m,0.0,0.0,1.0,0.0,venusnv80plus,Pacific Time (US & Canada),1.51002e+12,11/6/17 19:02,2017,11,6,19,2
10402,when u realize #thegooddoctor isnâ€™t on tonight _Ÿ˜©_Ÿ˜©_Ÿ˜©_Ÿ˜©,0.0,0.0,1.0,0.0,TV_Reine,None,1.51002e+12,11/6/17 19:02,2017,11,6,19,2
10403,no #thegooddoctor today. boo,0.0,0.423,0.577,-0.296,tami2205,Quito,1.51002e+12,11/6/17 19:02,2017,11,6,19,2
10404,my show doesn't come on tonight #thegooddoctor https://t.co/hpgvfxdujs,0.0,0.0,1.0,0.0,OhThats_Cori,Central Time (US & Canada),1.51002e+12,11/6/17 19:02,2017,11,6,19,2
10405,why isn't the good doctor on tonight _Ÿ˜_,0.0,0.256,0.744,-0.3412,jessnicole997,None,1.51002e+12,11/6/17 19:02,2017,11,6,19,2
10407,gahhhh! #thegooddoctor is not on!!,0.0,0.0,1.0,0.0,LynneWinfrey,Eastern Time (US & Canada),1.51002e+12,11/6/17 19:02,2017,11,6,19,2
10408,#thegooddoctor where the hell is my show,0.0,0.434,0.566,-0.6808,Beccaslays15,None,1.51002e+12,11/6/17 19:03,2017,11,6,19,3
10409,no #thegooddoctor tonight.,0.0,0.524,0.476,-0.296,LeMyrn,Eastern Time (US & Canada),1.51002e+12,11/6/17 19:03,2017,11,6,19,3
10410,#thegooddoctor where is my show? https://t.co/dwiizikmpg,0.0,0.0,1.0,0.0,clearskinmin,Eastern Time (US & Canada),1.51002e+12,11/6/17 19:03,2017,11,6,19,3
10412,umm  is there something wrong with my tv?  where the hell is #thegooddoctor? https://t.co/ybcddjyly6,0.0,0.402,0.598,-0.8426,Is_Pelissier,Pacific Time (US & Canada),1.51002e+12,11/6/17 19:03,2017,11,6,19,3
10413,who do i speak with over at @abcnetwork?! i spent time at work catching up on #thegooddoctor only for it not to comâ€_ https://t.co/jobwxgk4ia,0.0,0.0,1.0,0.0,TruthBTold_100,Eastern Time (US & Canada),1.51002e+12,11/6/17 19:03,2017,11,6,19,3
10414,just realized that my show not coming on tonight _Ÿ™„ guess i gotta wait til next monday #thegooddoctor,0.0,0.0,1.0,0.0,leyla_slappy,None,1.51002e+12,11/6/17 19:03,2017,11,6,19,3
10415,#thegooddoctor was the only thing i was looking forward to on this dreary monday. https://t.co/fitxjeegim,0.0,0.175,0.825,-0.4118,sung_burd_,None,1.51002e+12,11/6/17 19:04,2017,11,6,19,4
10416,i can't watch the good doctor bc luke bryans time slot got in the way _Ÿ˜¡_Ÿ˜¡_Ÿ˜¡_Ÿ˜¡_Ÿ˜¡_Ÿ˜¡_Ÿ˜¡,0.0,0.147,0.853,-0.3412,roseshavanas,Mountain Time (US & Canada),1.51002e+12,11/6/17 19:04,2017,11,6,19,4
10417,dammit i wanted my monday dose of  #thegooddoctor _Ÿ˜©,0.0,0.0,1.0,0.0,PJSauce13,Eastern Time (US & Canada),1.51002e+12,11/6/17 19:04,2017,11,6,19,4
10426,this is the off week for #thegooddoctor and i.... sad.,0.0,0.256,0.744,-0.4767,tellingthemoon,Central Time (US & Canada),1.51002e+12,11/6/17 19:06,2017,11,6,19,6
10427,nooo! just realized #thegooddoctor isn't airing tonight. whyyy,0.0,0.0,1.0,0.0,zeeberg_,Eastern Time (US & Canada),1.51002e+12,11/6/17 19:06,2017,11,6,19,6
10428,wth is a luke bryan and why isnt he an autistic surgeon!? #gooddoctor,0.0,0.251,0.749,-0.5707,iDrawNudes,Arizona,1.51002e+12,11/6/17 19:06,2017,11,6,19,6
10430,i waited all day to watch @gooddoctorabc tonight and it ainâ€™t on! _Ÿ˜©_Ÿ˜±_Ÿ˜_ #thegooddoctor #doctorshaunmurphy,0.0,0.0,1.0,0.0,DGarofalo84,Eastern Time (US & Canada),1.51002e+12,11/6/17 19:06,2017,11,6,19,6
10431,hey @hillharper. i was really looking forward to seeing @gooddoctorabc tonight._Ÿ˜Ÿ #thegooddoctor,0.0,0.0,1.0,0.0,DorothyMB,Eastern Time (US & Canada),1.51002e+12,11/6/17 19:06,2017,11,6,19,6
10432,i was so hype for #thegooddoctor and itâ€™s not even on tonight,0.0,0.0,1.0,0.0,brianne_rae,Atlantic Time (Canada),1.51002e+12,11/6/17 19:06,2017,11,6,19,6
10435,#thegooddoctor it's monday night 10pm.  i'm in front of the tv.  ummm what happened... _Ÿ˜__Ÿ˜__Ÿ˜_ #bummer,0.0,0.0,1.0,0.0,tlcapuano,None,1.51002e+12,11/6/17 19:07,2017,11,6,19,7
10436,if u aint watching the good doctor rn then wyd?,0.0,0.231,0.769,-0.3412,hunterpoppp,Central Time (US & Canada),1.51002e+12,11/6/17 19:07,2017,11,6,19,7
10437,#wasevilwhen i realized there is no new episode of #thegooddoctor tonight. damn!,0.0,0.366,0.634,-0.636,twitweeting,None,1.51002e+12,11/6/17 19:08,2017,11,6,19,8
10444,paging #dr. shaun murphy and the @gooddoctorabc stat. i canâ€™t face a monday 10 pm time slot without you.,0.0,0.0,1.0,0.0,hinke_t,None,1.51002e+12,11/6/17 19:10,2017,11,6,19,10
10447,whatever happened to my monday show #thegooddoctor?!,0.0,0.0,1.0,0.0,_bOOles_,Eastern Time (US & Canada),1.51002e+12,11/6/17 19:10,2017,11,6,19,10
10450,@abcnetwork i did an all week countdown for what? luke bryan?_Ÿ‘€ #sigh i needed #thegooddoctor! https://t.co/zkrvgdmeha,0.0,0.0,1.0,0.0,hotgyams,Casablanca,1.51002e+12,11/6/17 19:11,2017,11,6,19,11
10451,hey @abcnetwork where's #thegooddoctor? very disappointed that you bumped it tonight.,0.0,0.253,0.747,-0.5256,Panagotia,Quito,1.51002e+12,11/6/17 19:12,2017,11,6,19,12
10454,#thegooddoctor i've been reduced to cleaning my house until next week....but i'll get over it https://t.co/uuqmm1vc5a,0.0,0.0,1.0,0.0,AnnMarieRuiz50,None,1.51002e+12,11/6/17 19:13,2017,11,6,19,13
10455,iâ€™m sad there is no new episode tonight for @gooddoctorabc  but now i can watch @scorpioncbs live. #thegooddoctor #teamscorpion,0.0,0.186,0.814,-0.3919,christyvourcos,Central Time (US & Canada),1.51002e+12,11/6/17 19:14,2017,11,6,19,14
10456,what happened to the #gooddoctor?,0.0,0.0,1.0,0.0,4jasiri,None,1.51002e+12,11/6/17 19:14,2017,11,6,19,14
10458,itâ€™s already been dark for hours! whereâ€™s my new episode of #thegooddoctor ??,0.0,0.0,1.0,0.0,morrgyn,Central Time (US & Canada),1.51002e+12,11/6/17 19:15,2017,11,6,19,15
10466,the time has come to stop sleeping on freddie highmore https://t.co/dqfoi19q7s via @cosmopolitan,0.0,0.155,0.845,-0.296,GunnGinger,Pacific Time (US & Canada),1.51002e+12,11/6/17 19:19,2017,11,6,19,19
10468,so pissed at #abc #thegooddoctor #thegooddoctorabc  i wait all week for a new episode and they pospone it !?!! thatâ€™s bs!!!!!!!!!! stupid,0.0,0.335,0.665,-0.8768,Esteven09,Central Time (US & Canada),1.51002e+12,11/6/17 19:19,2017,11,6,19,19
10470,_Ÿ˜__Ÿ˜__Ÿ˜_ missing you #thegooddoctor,0.0,0.423,0.577,-0.296,mstijai,Mountain Time (US & Canada),1.51002e+12,11/6/17 19:20,2017,11,6,19,20
10471,no #gooddoctor today why ? why? why? just why _Ÿ˜©_Ÿ˜«_Ÿ˜_,0.0,0.255,0.745,-0.4098,Masakkalisings,Chennai,1.51002e+12,11/6/17 19:21,2017,11,6,19,21
10472,can we just give @freddiehighmore the emmy already? #thegooddoctor,0.0,0.0,1.0,0.0,JFloyd6942,Atlantic Time (Canada),1.51002e+12,11/6/17 19:22,2017,11,6,19,22
10476,when you find out #thegooddoctor is not on tonight. guess whoâ€™s going to watch re runs _Ÿ___Ÿè_â€çâ™€ï¸è https://t.co/upiivonrlt,0.0,0.0,1.0,0.0,n_hem10,None,1.51003e+12,11/6/17 19:27,2017,11,6,19,27
10477,i stayed up late waiting for #thegooddoctor  just to be reminded that itâ€™s not on this week _Ÿ’”_Ÿ˜´,0.0,0.0,1.0,0.0,catladyamanda,Quito,1.51003e+12,11/6/17 19:29,2017,11,6,19,29
10480,i forgot #thegooddoctor is coming back in two weeks,0.0,0.0,1.0,0.0,OnlyOneQueen_,Hawaii,1.51003e+12,11/6/17 19:31,2017,11,6,19,31
10482,your telling me i have to wait another week for #thegooddoctor to come back?!?!_Ÿ˜¡,0.0,0.0,1.0,0.0,RbrtMiranda49,None,1.51003e+12,11/6/17 19:32,2017,11,6,19,32
10488,canâ€™t believe episode 7 is not airing this week!!! dafuuuq oy! #thegooddoctor,0.0,0.0,1.0,0.0,brianwgmn,Alaska,1.51003e+12,11/6/17 19:42,2017,11,6,19,42
10490,- why the hell   didnt the good doctor come on tonight .,0.0,0.467,0.533,-0.7909,ChubbieBunniee,Eastern Time (US & Canada),1.51003e+12,11/6/17 19:53,2017,11,6,19,53
